Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
The Mountaineering Club - Mallory,Test,220.0,227.0,7.0,1,-,False
The Mountaineering Club - Mallory,Test,227.0,234.0,7.0,8,you're my last hope in the sky line,True
The Mountaineering Club - Mallory,Test,234.0,244.0,10.0,12,there's a silhouette it's the last time that we will see you,True
We Fell From The Sky - Not You,Test,0.0,10.0,10.0,1,-,False
We Fell From The Sky - Not You,Test,10.0,20.0,10.0,1,-,False
We Fell From The Sky - Not You,Test,20.0,27.0,7.0,1,-,False
We Fell From The Sky - Not You,Test,27.0,34.0,7.0,16,i'm taking the keys some time to think and you in my arm committed to wink,True
We Fell From The Sky - Not You,Test,34.0,40.0,6.0,18,you know i'm an anchor i'm starting to sink a horn in the sky old on a brink,True
We Fell From The Sky - Not You,Test,40.0,46.0,6.0,14,do you think you are who do you think you really might be who,True
We Fell From The Sky - Not You,Test,46.0,52.0,6.0,14,do you think you are who to you is the one i really know,True
We Fell From The Sky - Not You,Test,52.0,56.0,4.0,6,it's not you staring at me,True
We Fell From The Sky - Not You,Test,56.0,65.0,9.0,14,ya ya ya yay it's not you staring at me ya ya ya yay,True
We Fell From The Sky - Not You,Test,65.0,72.0,7.0,1,-,False
We Fell From The Sky - Not You,Test,72.0,77.0,5.0,1,-,False
We Fell From The Sky - Not You,Test,77.0,85.0,8.0,21,years of walking around this terrible town my head to the floor my feet on the ground i see you there,True
We Fell From The Sky - Not You,Test,85.0,92.0,7.0,16,i start to stutter just another breath on the gaga who do you think you are,True
We Fell From The Sky - Not You,Test,92.0,98.0,6.0,15,who do you i thought you really like me who do you think you are,True
We Fell From The Sky - Not You,Test,98.0,105.0,7.0,17,who to you is the one i think i really know it's not you is tiring me,True
We Fell From The Sky - Not You,Test,105.0,115.0,10.0,14,ya ya ya yay it's not you it's tiring me ya ya ya yay,True
We Fell From The Sky - Not You,Test,115.0,125.0,10.0,1,-,False
We Fell From The Sky - Not You,Test,125.0,133.0,8.0,26,you know you are think you are this one hurt a bit know you are think you are you won't feel a thing know you are,True
We Fell From The Sky - Not You,Test,133.0,138.0,5.0,14,think you are this went up a bit know you are think you are,True
We Fell From The Sky - Not You,Test,138.0,145.0,7.0,24,know you are think you are the spoon hurt a bit know you are think you are this won't feel a thing know you,True
We Fell From The Sky - Not You,Test,145.0,151.0,6.0,15,are think you are you won't hurt a bit know you are think you are,True
We Fell From The Sky - Not You,Test,151.0,159.0,8.0,1,-,False
We Fell From The Sky - Not You,Test,159.0,164.0,5.0,3,it's not you,True
We Fell From The Sky - Not You,Test,164.0,170.0,6.0,1,-,False
We Fell From The Sky - Not You,Test,170.0,178.0,8.0,1,-,False
We Fell From The Sky - Not You,Test,178.0,186.0,8.0,1,-,False
We Fell From The Sky - Not You,Test,186.0,191.0,5.0,9,it's not you it's not you staring at me,True
We Fell From The Sky - Not You,Test,191.0,200.0,9.0,20,ya ya ya yay it's not you it's you staring at me slap me ya ya ya yay it's you,True
We Fell From The Sky - Not You,Test,200.0,206.0,6.0,4,slap me it's me,True
Al James - Schoolboy Facination,Test,0.0,8.0,8.0,6,she's the object of my fascination,True
Al James - Schoolboy Facination,Test,8.0,14.0,6.0,11,back to school socks in the corner after last night's pull,True
Al James - Schoolboy Facination,Test,14.0,20.0,6.0,5,sure beats sums and multiplication,True
Al James - Schoolboy Facination,Test,20.0,27.0,7.0,9,life begins she's forty something and i'm all in,True
Al James - Schoolboy Facination,Test,27.0,33.0,6.0,6,for the time of my life,True
Al James - Schoolboy Facination,Test,33.0,44.0,11.0,19,she's cool as ice she'd more than make a man of me there's only one thing on my mind,True
Al James - Schoolboy Facination,Test,44.0,50.0,6.0,10,that she'll be mine she's the object of my fascination,True
Al James - Schoolboy Facination,Test,50.0,56.0,6.0,12,and that's what's real to me a red hot chick by classification,True
Al James - Schoolboy Facination,Test,56.0,61.0,5.0,9,but she's too blind to see in my car,True
Al James - Schoolboy Facination,Test,61.0,69.0,8.0,15,she'd look just like a movie star she's ten out of ten a schoolboy fascination,True
Al James - Schoolboy Facination,Test,69.0,77.0,8.0,13,a schoolboy fascination schoolbell rings i got detention but i've done no wrong,True
Al James - Schoolboy Facination,Test,77.0,83.0,6.0,6,i'm in love in my mind,True
Al James - Schoolboy Facination,Test,83.0,90.0,7.0,11,a beauty queen she looks like the girls in the magazines,True
Al James - Schoolboy Facination,Test,90.0,96.0,6.0,6,i'm in love with her smile,True
Al James - Schoolboy Facination,Test,96.0,103.0,7.0,10,she's heaven sent but i know she's not that innocent,True
Al James - Schoolboy Facination,Test,103.0,107.0,4.0,6,is no better waste of time,True
Al James - Schoolboy Facination,Test,107.0,113.0,6.0,11,i wish she was mine she's the object of my fascination,True
Al James - Schoolboy Facination,Test,113.0,119.0,6.0,12,and that's what's real to me a red hot chick by classification,True
Al James - Schoolboy Facination,Test,119.0,124.0,5.0,9,but she's too blind to see in my car,True
Al James - Schoolboy Facination,Test,124.0,135.0,11.0,15,she'd look just like a movie star she's ten out of ten a schoolboy fascination,True
Al James - Schoolboy Facination,Test,135.0,143.0,8.0,4,schoolboy fascination schoolboy fascination,True
Al James - Schoolboy Facination,Test,143.0,150.0,7.0,12,she's cool as ice she'd more than make a man of me,True
Al James - Schoolboy Facination,Test,150.0,155.0,5.0,7,there's only one thing on my mind,True
Al James - Schoolboy Facination,Test,154.0,161.0,7.0,10,that she'll be mine she's the object of my fascination,True
Al James - Schoolboy Facination,Test,160.0,167.0,7.0,12,and that's what's real to me a red hot chick by classification,True
Al James - Schoolboy Facination,Test,166.0,175.0,9.0,17,but she's too blind to see in my car she'd look just like a movie star she's,True
Al James - Schoolboy Facination,Test,175.0,183.0,8.0,13,ten out of ten a schoolboy fascination she's the object of my fascination,True
Al James - Schoolboy Facination,Test,182.0,189.0,7.0,12,and that's what's real to me a red hot chick by classification,True
Al James - Schoolboy Facination,Test,189.0,194.0,5.0,10,but she's too blind to see in my car she,True
Al James - Schoolboy Facination,Test,194.0,200.0,6.0,14,look just like a movie star she's ten out of ten a schoolboy fascin,True
Motor Tapes - Shore,Test,0.0,10.0,10.0,1,-,False
Motor Tapes - Shore,Test,10.0,18.0,8.0,1,-,False
Motor Tapes - Shore,Test,18.0,26.0,8.0,4,i tried for you,True
Motor Tapes - Shore,Test,26.0,35.0,9.0,4,i fell to do,True
Motor Tapes - Shore,Test,35.0,44.0,9.0,6,can't keep it warm no more,True
Motor Tapes - Shore,Test,44.0,52.0,8.0,7,can't keep the sand on the shore,True
Motor Tapes - Shore,Test,52.0,60.0,8.0,5,oh we're never getting home,True
Motor Tapes - Shore,Test,62.0,69.0,7.0,8,oh the stormy seas only take that all,True
Motor Tapes - Shore,Test,71.0,81.0,10.0,8,oh let's go let's bate the tide huh,True
Motor Tapes - Shore,Test,81.0,87.0,6.0,9,oh we'll reach the shore on the other side,True
Motor Tapes - Shore,Test,87.0,97.0,10.0,1,-,False
Motor Tapes - Shore,Test,97.0,104.0,7.0,4,i close my eyes,True
Motor Tapes - Shore,Test,104.0,113.0,9.0,4,and focus my mind,True
Motor Tapes - Shore,Test,113.0,122.0,9.0,4,its memories come undone,True
Motor Tapes - Shore,Test,122.0,130.0,8.0,7,we chase them all till we're young,True
Motor Tapes - Shore,Test,132.0,139.0,7.0,5,oh we're never getting home,True
Motor Tapes - Shore,Test,138.0,142.0,4.0,1,-,False
Motor Tapes - Shore,Test,142.0,149.0,7.0,8,oh the stormy seas only take that all,True
Motor Tapes - Shore,Test,149.0,159.0,10.0,8,oh let's go let's bate the tide huh,True
Motor Tapes - Shore,Test,159.0,166.0,7.0,9,oh we'll reach the shore on the other side,True
Motor Tapes - Shore,Test,202.0,212.0,10.0,2,wha oh,True
Motor Tapes - Shore,Test,212.0,221.0,9.0,8,we'll reach the shore on the other side,True
Motor Tapes - Shore,Test,221.0,228.0,7.0,1,-,False
Motor Tapes - Shore,Test,228.0,235.0,7.0,1,-,False
Motor Tapes - Shore,Test,235.0,244.0,9.0,1,-,False
Carlos Gonzalez - A Place For Us,Test,0.0,5.0,5.0,6,i miss you so much boy,True
Carlos Gonzalez - A Place For Us,Test,5.0,13.0,8.0,13,i don't know what i would do with myself if you are gone,True
Carlos Gonzalez - A Place For Us,Test,15.0,24.0,9.0,12,far away from home i don't know how many times i've fallen,True
Carlos Gonzalez - A Place For Us,Test,24.0,29.0,5.0,7,and honestly i lost count long ago,True
Carlos Gonzalez - A Place For Us,Test,29.0,39.0,10.0,20,but you have always been there to pull me back up on my feet oh i cant dare stop lord,True
Carlos Gonzalez - A Place For Us,Test,38.0,46.0,8.0,14,on my lips is nothing but the sweet and truthful faith in our love,True
Carlos Gonzalez - A Place For Us,Test,46.0,50.0,4.0,9,i know that you can save me i know,True
Carlos Gonzalez - A Place For Us,Test,50.0,58.0,8.0,13,i know that you can find me when i'm lost when i'm lost,True
Carlos Gonzalez - A Place For Us,Test,58.0,66.0,8.0,13,i miss you so badly i don't know if i'm even thinking straight,True
Carlos Gonzalez - A Place For Us,Test,66.0,70.0,4.0,3,i'm feeling numb,True
Carlos Gonzalez - A Place For Us,Test,71.0,76.0,5.0,6,oh i can taste your love,True
Carlos Gonzalez - A Place For Us,Test,76.0,84.0,8.0,14,on my skin is nothing but the sweet and dying faith in our love,True
Carlos Gonzalez - A Place For Us,Test,83.0,88.0,5.0,9,i know that you can save me i know,True
Carlos Gonzalez - A Place For Us,Test,87.0,95.0,8.0,13,i know that you can heal me when i'm lost when i'm lost,True
Carlos Gonzalez - A Place For Us,Test,95.0,101.0,6.0,14,oh i know i've let you down before and that i've hurt you bad,True
Carlos Gonzalez - A Place For Us,Test,101.0,106.0,5.0,14,i know that sorry will not cut it but i can swear i'll try,True
Carlos Gonzalez - A Place For Us,Test,105.0,116.0,11.0,21,to do the world upon if that's a way to find you in the place for us to fall back down,True
Carlos Gonzalez - A Place For Us,Test,117.0,123.0,6.0,9,a place for us to fall asleep in sound,True
Carlos Gonzalez - A Place For Us,Test,122.0,127.0,5.0,5,i'll take the world apart,True
Carlos Gonzalez - A Place For Us,Test,127.0,134.0,7.0,5,without a change of heart,True
Carlos Gonzalez - A Place For Us,Test,134.0,143.0,9.0,1,-,False
Carlos Gonzalez - A Place For Us,Test,143.0,151.0,8.0,1,-,False
Carlos Gonzalez - A Place For Us,Test,151.0,159.0,8.0,2,oh oh,True
Carlos Gonzalez - A Place For Us,Test,160.0,170.0,10.0,2,oh oh,True
Carlos Gonzalez - A Place For Us,Test,170.0,177.0,7.0,14,oh i know i've let you down before and that i've hurt you bad,True
Carlos Gonzalez - A Place For Us,Test,176.0,181.0,5.0,14,i know that sorry will not cut it but i can swear i'll try,True
Carlos Gonzalez - A Place For Us,Test,181.0,191.0,10.0,21,to do the world upon if that's the way to find you and the place for us to fall back down,True
Carlos Gonzalez - A Place For Us,Test,193.0,198.0,5.0,9,a place for us to fall asleep in sound,True
Carlos Gonzalez - A Place For Us,Test,198.0,203.0,5.0,5,i'll take the world apart,True
Carlos Gonzalez - A Place For Us,Test,202.0,209.0,7.0,5,without a change of heart,True
Carlos Gonzalez - A Place For Us,Test,208.0,217.0,9.0,2,oh oh,True
Carlos Gonzalez - A Place For Us,Test,217.0,227.0,10.0,2,oh oh,True
Carlos Gonzalez - A Place For Us,Test,227.0,237.0,10.0,1,-,False
Carlos Gonzalez - A Place For Us,Test,237.0,248.0,11.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,0.0,10.0,10.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,10.0,19.0,9.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,19.0,27.0,8.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,27.0,34.0,7.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,34.0,39.0,5.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,39.0,48.0,9.0,13,what i need is a mental break i'm so drained need to escape,True
The Easton Ellises (Baumi) - SDRNR,Test,48.0,57.0,9.0,14,tonight i'm gonna get all dressed up tonight i'm gonna party till i drop,True
The Easton Ellises (Baumi) - SDRNR,Test,57.0,65.0,8.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,65.0,72.0,7.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,72.0,79.0,7.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,79.0,88.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,87.0,96.0,9.0,14,old sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,96.0,105.0,9.0,6,nothing matters now nothing matters now,True
The Easton Ellises (Baumi) - SDRNR,Test,105.0,111.0,6.0,4,just let it go,True
The Easton Ellises (Baumi) - SDRNR,Test,111.0,120.0,9.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,120.0,128.0,8.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,128.0,137.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,137.0,145.0,8.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,145.0,155.0,10.0,6,nothing matters now nothing matters now,True
The Easton Ellises (Baumi) - SDRNR,Test,155.0,161.0,6.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,161.0,170.0,9.0,1,-,False
The Easton Ellises (Baumi) - SDRNR,Test,170.0,178.0,8.0,9,bathing ba ba bathing ba ba bathing matters now,True
The Easton Ellises (Baumi) - SDRNR,Test,177.0,186.0,9.0,9,bathing ba ba bathing ba ba bathing matters now,True
The Easton Ellises (Baumi) - SDRNR,Test,186.0,195.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,194.0,203.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,202.0,211.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,210.0,219.0,9.0,13,sex drugs rock n' roll let's break the rules let's break the mold,True
The Easton Ellises (Baumi) - SDRNR,Test,218.0,229.0,11.0,6,nothing matters now nothing matters now,True
Hollow Ground - Ill Fate,Test,0.0,10.0,10.0,1,-,False
Hollow Ground - Ill Fate,Test,10.0,20.0,10.0,1,-,False
Hollow Ground - Ill Fate,Test,20.0,27.0,7.0,20,i will lie with soon actor but not for you i will live in fear but leaving on my own,True
Hollow Ground - Ill Fate,Test,27.0,35.0,8.0,13,dear the new thing never seen i hate you you make me sick,True
Hollow Ground - Ill Fate,Test,35.0,41.0,6.0,5,you you make me sick,True
Hollow Ground - Ill Fate,Test,41.0,48.0,7.0,2,yo you,True
Hollow Ground - Ill Fate,Test,48.0,57.0,9.0,15,you live on dolour rock and who's gonna be there tempting you out not me,True
Hollow Ground - Ill Fate,Test,57.0,65.0,8.0,1,-,False
Hollow Ground - Ill Fate,Test,65.0,71.0,6.0,8,i'll be satisfied knowing that i died this,True
Hollow Ground - Ill Fate,Test,71.0,81.0,10.0,26,is for all those times that you fucking lied i want you to know this you've crossed the line one too many times look at you,True
Hollow Ground - Ill Fate,Test,81.0,88.0,7.0,11,regal elixir was this a game you you make me sick,True
Hollow Ground - Ill Fate,Test,88.0,96.0,8.0,15,whatever man you think we share the same ill fate you you make me sick,True
Hollow Ground - Ill Fate,Test,96.0,104.0,8.0,10,whatever man you think we share the same ill fate,True
Hollow Ground - Ill Fate,Test,104.0,113.0,9.0,1,-,False
Hollow Ground - Ill Fate,Test,113.0,123.0,10.0,20,you vow devour a tea ball next step this is closer to death i'll be satisfied knowing that i died,True
Hollow Ground - Ill Fate,Test,123.0,133.0,10.0,1,-,False
Hollow Ground - Ill Fate,Test,133.0,141.0,8.0,1,-,False
Speak Softly - Broken Man,Test,0.0,10.0,10.0,8,unwinding us like string cut a lather odd,True
Speak Softly - Broken Man,Test,10.0,19.0,9.0,7,reading out the thorns unraveling the night,True
Speak Softly - Broken Man,Test,19.0,28.0,9.0,11,let me unfold this neth trace my finger down the path,True
Speak Softly - Broken Man,Test,28.0,37.0,9.0,10,try to find my way back to where you are,True
Speak Softly - Broken Man,Test,37.0,46.0,9.0,6,and your fears may never come,True
Speak Softly - Broken Man,Test,46.0,54.0,8.0,5,these years have come undone,True
Speak Softly - Broken Man,Test,54.0,63.0,9.0,5,your fears may never come,True
Speak Softly - Broken Man,Test,63.0,72.0,9.0,6,and these years have come undone,True
Speak Softly - Broken Man,Test,72.0,80.0,8.0,7,broken man will i have to be,True
Speak Softly - Broken Man,Test,80.0,85.0,5.0,5,always on my knees to,True
Speak Softly - Broken Man,Test,84.0,93.0,9.0,10,to make you feel tall give you room to breathe,True
Speak Softly - Broken Man,Test,93.0,102.0,9.0,10,will i never have just a sip of your love,True
Speak Softly - Broken Man,Test,102.0,111.0,9.0,13,in case i waste it in case i spill it on the floor,True
Speak Softly - Broken Man,Test,111.0,119.0,8.0,6,and your fears may never come,True
Speak Softly - Broken Man,Test,119.0,128.0,9.0,5,these years have come undone,True
Speak Softly - Broken Man,Test,128.0,136.0,8.0,5,your fears may never come,True
Speak Softly - Broken Man,Test,136.0,145.0,9.0,6,and these years have come undone,True
Speak Softly - Broken Man,Test,145.0,155.0,10.0,8,broken man i won't ask you to give,True
Speak Softly - Broken Man,Test,155.0,162.0,7.0,7,it's too much for you to pay,True
Speak Softly - Broken Man,Test,162.0,172.0,10.0,4,from empty hands and,True
Speak Softly - Broken Man,Test,172.0,179.0,7.0,6,and your fears may never come,True
Speak Softly - Broken Man,Test,179.0,188.0,9.0,5,these years have come undone,True
Speak Softly - Broken Man,Test,188.0,196.0,8.0,5,your fears may never come,True
Speak Softly - Broken Man,Test,196.0,205.0,9.0,6,and these years have come undone,True
Speak Softly - Broken Man,Test,205.0,213.0,8.0,6,and your fears may never come,True
Speak Softly - Broken Man,Test,213.0,223.0,10.0,5,these years have come undone,True
Speak Softly - Broken Man,Test,223.0,231.0,8.0,5,your fears may never come,True
Speak Softly - Broken Man,Test,231.0,240.0,9.0,6,and these years have come undone,True
Speak Softly - Broken Man,Test,240.0,248.0,8.0,2,broken man,True
Timboz - Pony,Test,0.0,6.0,6.0,3,jump your rats,True
Timboz - Pony,Test,6.0,12.0,6.0,2,louder plastic,True
Timboz - Pony,Test,12.0,18.0,6.0,4,pony jump your rats,True
Timboz - Pony,Test,18.0,23.0,5.0,2,louder plastic,True
Timboz - Pony,Test,23.0,30.0,7.0,4,pony jump your rats,True
Timboz - Pony,Test,30.0,36.0,6.0,2,louder plastic,True
Timboz - Pony,Test,36.0,41.0,5.0,1,pony,True
Timboz - Pony,Test,41.0,51.0,10.0,1,-,False
Timboz - Pony,Test,51.0,60.0,9.0,8,rotten world curse us pain while still humanity,True
Timboz - Pony,Test,60.0,65.0,5.0,5,ross raise the music please,True
Timboz - Pony,Test,65.0,71.0,6.0,4,rots raise the music,True
Timboz - Pony,Test,71.0,76.0,5.0,4,raise the music please,True
Timboz - Pony,Test,76.0,84.0,8.0,6,raise the music please raise music,True
Timboz - Pony,Test,84.0,91.0,7.0,8,raise the music please raise the music please,True
Timboz - Pony,Test,91.0,96.0,5.0,2,raise music,True
Timboz - Pony,Test,96.0,101.0,5.0,1,sorry,True
Timboz - Pony,Test,101.0,110.0,9.0,9,my playful banters wrap it down side to side,True
Timboz - Pony,Test,110.0,117.0,7.0,6,wrap it down side to side,True
Timboz - Pony,Test,116.0,125.0,9.0,6,wrap it down side to side,True
Timboz - Pony,Test,125.0,132.0,7.0,1,-,False
Timboz - Pony,Test,132.0,139.0,7.0,1,-,False
Timboz - Pony,Test,139.0,146.0,7.0,10,life was restrained removed not a nice life and now,True
Timboz - Pony,Test,146.0,153.0,7.0,6,hell is revealed hell is revealed,True
Timboz - Pony,Test,153.0,162.0,9.0,6,hell is revealed hell is revealed,True
Timboz - Pony,Test,162.0,169.0,7.0,1,-,False
Timboz - Pony,Test,169.0,175.0,6.0,6,i suffocate the chairs sailor's weekend,True
Timboz - Pony,Test,175.0,182.0,7.0,3,decay black star,True
Timboz - Pony,Test,182.0,188.0,6.0,3,decay black star,True
Timboz - Pony,Test,188.0,195.0,7.0,3,decay black star,True
Timboz - Pony,Test,195.0,206.0,11.0,1,-,False
Timboz - Pony,Test,206.0,215.0,9.0,8,justice so you is a thought tay liquisition,True
Timboz - Pony,Test,215.0,220.0,5.0,3,justice so you,True
Timboz - Pony,Test,220.0,226.0,6.0,5,is a thought tay liquisition,True
Timboz - Pony,Test,226.0,231.0,5.0,1,-,False
Timboz - Pony,Test,231.0,237.0,6.0,5,last attack left us destroyed,True
Timboz - Pony,Test,237.0,243.0,6.0,6,cry or bleeding for another ride,True
Timboz - Pony,Test,243.0,252.0,9.0,1,-,False
Mu - Too Bright,Test,0.0,9.0,9.0,1,-,False
Mu - Too Bright,Test,9.0,17.0,8.0,6,while the colors saturate my mind,True
Mu - Too Bright,Test,17.0,28.0,11.0,7,everyone is dancing on this semitonial high,True
Mu - Too Bright,Test,30.0,40.0,10.0,7,this unmistakable feeling of my actual size,True
Mu - Too Bright,Test,40.0,48.0,8.0,7,freedom is clearly on the other side,True
Mu - Too Bright,Test,48.0,57.0,9.0,8,freedom is clearly in front of my eyes,True
Mu - Too Bright,Test,57.0,67.0,10.0,4,it's much too bright,True
Mu - Too Bright,Test,67.0,77.0,10.0,3,color my mind,True
Mu - Too Bright,Test,77.0,85.0,8.0,6,see inside my eyes my eyes,True
Mu - Too Bright,Test,86.0,96.0,10.0,3,they never lie,True
Mu - Too Bright,Test,96.0,100.0,4.0,2,it's true,True
Mu - Too Bright,Test,100.0,107.0,7.0,1,-,False
Mu - Too Bright,Test,107.0,114.0,7.0,6,searing silence eating its own way,True
Mu - Too Bright,Test,114.0,118.0,4.0,1,-,False
Mu - Too Bright,Test,118.0,125.0,7.0,7,itching feelings how long will this take,True
Mu - Too Bright,Test,125.0,130.0,5.0,1,-,False
Mu - Too Bright,Test,130.0,135.0,5.0,2,disembodied voices,True
Mu - Too Bright,Test,135.0,140.0,5.0,5,they echo it's too late,True
Mu - Too Bright,Test,140.0,146.0,6.0,8,this laugh of reason when will it break,True
Mu - Too Bright,Test,146.0,156.0,10.0,4,it's much too bright,True
Mu - Too Bright,Test,156.0,166.0,10.0,3,color my mind,True
Mu - Too Bright,Test,166.0,174.0,8.0,6,see inside my eyes my eyes,True
Mu - Too Bright,Test,175.0,186.0,11.0,3,they never lie,True
Mu - Too Bright,Test,186.0,190.0,4.0,2,it's true,True
Mu - Too Bright,Test,190.0,197.0,7.0,1,-,False
Mu - Too Bright,Test,197.0,204.0,7.0,5,oh i feel it call,True
Mu - Too Bright,Test,204.0,210.0,6.0,5,there's nothing wrong at all,True
Mu - Too Bright,Test,210.0,214.0,4.0,4,i need some more,True
Mu - Too Bright,Test,214.0,221.0,7.0,4,now i just overdose,True
Mu - Too Bright,Test,221.0,225.0,4.0,2,on you,True
Mu - Too Bright,Test,225.0,235.0,10.0,4,it's much too bright,True
Mu - Too Bright,Test,235.0,245.0,10.0,3,color my mind,True
Mu - Too Bright,Test,245.0,254.0,9.0,6,see inside my eyes my eyes,True
Mu - Too Bright,Test,254.0,265.0,11.0,3,they never lie,True
Mu - Too Bright,Test,265.0,270.0,5.0,1,-,False
Side Effects Project - Sing With Me,Test,0.0,7.0,7.0,11,we kick it dirty there's party over here party over there,True
Side Effects Project - Sing With Me,Test,7.0,14.0,7.0,28,i got some news in the mail today real aces in the game heard my name and couldn't pronounce it so i'm a sit tight and stop rapping,True
Side Effects Project - Sing With Me,Test,14.0,18.0,4.0,19,get a suit and a tie or they'll get me a muzzle i sound so pissed it got'em puzzled,True
Side Effects Project - Sing With Me,Test,18.0,26.0,8.0,37,why i'd be so serious and talk about issues it's too ambitious they don't wanna hear it son son frat boys and rich kids just wanna have fun and a shot at some bitches nobody flinches so,True
Side Effects Project - Sing With Me,Test,26.0,32.0,6.0,23,i roll up the boulder drop it on the spiritual sons of travolta regardless ever since they heard this i keep it heartless,True
Side Effects Project - Sing With Me,Test,32.0,41.0,9.0,37,ah my name is elvis i thrust my pelvis first i got it dealt with the audience in memphis and from the prom kids to the housewives in their kitchens they're gonna love it if i sing,True
Side Effects Project - Sing With Me,Test,50.0,54.0,4.0,11,sing with me my bitch c'mon my bitch c'mon my bitch,True
Side Effects Project - Sing With Me,Test,54.0,58.0,4.0,9,sing with me my bitch my bitch my oh,True
Side Effects Project - Sing With Me,Test,58.0,68.0,10.0,41,i got some news in the mail today i got nominated most talented from over the atlantic so they're gonna fly me over to new york city but there were talks of me playing in l a i've never been there,True
Side Effects Project - Sing With Me,Test,68.0,74.0,6.0,23,it's a shame i gotta meet doctor dre star in a little movie with halle berry and my funny accent for a relaxing,True
Side Effects Project - Sing With Me,Test,74.0,80.0,6.0,22,piece of entertainment they love it in the clubs since it came in all this though i never was into the gaming,True
Side Effects Project - Sing With Me,Test,80.0,85.0,5.0,21,i was crowned king of double meaning cranky and with a stubble my brain steaming my name's not steven you can,True
Side Effects Project - Sing With Me,Test,90.0,94.0,4.0,14,black i switch back to a faded bitch slap sing with me my bitch,True
Side Effects Project - Sing With Me,Test,94.0,106.0,12.0,30,my bitch my bitch sing with me my bitch my bitch my bitch sing with me my bitch my bitch my bitch my bitch my bitch sing with me my,True
Side Effects Project - Sing With Me,Test,108.0,115.0,7.0,30,oh i got some news in the mail today they say i gotta sound like i ain't saying his name he never said my name and i don't mind mate,True
Side Effects Project - Sing With Me,Test,115.0,123.0,8.0,32,i'm equally as sick but just more inhibited wasn't born in the land of the brave with the blood stains and cupcakes and third dates when you get to third base um,True
Side Effects Project - Sing With Me,Test,123.0,132.0,9.0,32,i mean fornicate and demonstrate your textbook sex look oh yeah you can fuck but you can't say you gotta suck to get to be famous and thank god and my penis,True
Side Effects Project - Sing With Me,Test,132.0,141.0,9.0,31,i got peanuts for all tracks masterpieces and no subpoenas by the mail just a quick reminder my shit ain't leaving the basement i tried to keep away from the ditches,True
Side Effects Project - Sing With Me,Test,141.0,147.0,6.0,18,but they said i gotta sing with bitches so sing with me my bitch my bitch my bitch,True
Side Effects Project - Sing With Me,Test,147.0,151.0,4.0,9,sing with me my bitch my bitch my bitch,True
Side Effects Project - Sing With Me,Test,155.0,159.0,4.0,9,sing with me my bitch my bitch my oh,True
Side Effects Project - Sing With Me,Test,159.0,169.0,10.0,37,oh and something's burning in the toaster serving cat food in a glass on a coaster tipping michael jackson with a barbie now this is the story of how i wrecks the party thanks to the jury,True
Side Effects Project - Sing With Me,Test,169.0,178.0,9.0,41,for the award i never would hope for more thanks ron for the cigar all those years of hard work for the people it was worth all the trouble the one dollar and the open bar and what with having my,True
Side Effects Project - Sing With Me,Test,178.0,187.0,9.0,37,socks balled now i'm top dog all up in your rock bottom the pig pond crush it in my palms with the very important fishes and all the fly bitches they told me the business was sedated,True
Side Effects Project - Sing With Me,Test,187.0,195.0,8.0,29,they don't use words that are complicated i got a deal to keep their heads banging you know the drill sing it sing it sing with me my bitch,True
Side Effects Project - Sing With Me,Test,195.0,206.0,11.0,22,my bitch my bitch sing with me my bitch my bitch my bitch sing with me my bitch my bitch my bitch,True
Side Effects Project - Sing With Me,Test,206.0,210.0,4.0,10,sing with me my bitch my bitch my oh oh,True
Side Effects Project - Sing With Me,Test,225.0,232.0,7.0,11,oh oh sing with me my bitch my bitch sing it,True
Side Effects Project - Sing With Me,Test,232.0,243.0,11.0,1,-,False
Georgia Wonder - Siren,Test,0.0,10.0,10.0,1,-,False
Georgia Wonder - Siren,Test,10.0,16.0,6.0,1,-,False
Georgia Wonder - Siren,Test,16.0,23.0,7.0,1,-,False
